"","date","util"
"971",2015-10-30 14:48:00,3.234
"972",2015-10-31 10:08:00,1.002
"973",2015-10-30 11:43:00,1.01
"974",2015-10-29 02:08:00,7.132
"975",2015-10-31 05:03:00,3.116
"976",2015-11-02 12:23:00,1.002
"977",2015-10-31 13:38:00,1.716
"978",2015-11-02 19:23:00,3.938
"979",2015-11-02 06:08:00,1.626
"980",2015-10-31 03:53:00,5.19
"981",2015-11-02 18:23:00,3.44
"982",2015-10-31 06:08:00,2.374
"983",2015-10-31 17:28:00,6.624
"984",2015-10-31 14:53:00,2.814
"985",2015-10-30 07:48:00,1.216
"986",2015-10-30 08:08:00,0.916
"987",2015-10-29 21:18:00,15.892
"988",2015-10-31 02:18:00,13.324
"989",2015-10-29 04:28:00,2.358
"990",2015-11-01 16:18:00,3.716
"991",2015-11-02 09:18:00,0.898
"992",2015-11-01 16:43:00,5.066
"993",2015-10-31 09:08:00,1.002
"994",2015-10-29 19:03:00,5.878
"995",2015-10-31 18:48:00,9.182
"996",2015-11-02 01:08:00,16.448
"997",2015-11-02 05:53:00,2.158
"998",2015-10-29 10:53:00,0.994
"999",2015-10-29 00:48:00,13.392
"1000",2015-10-30 06:48:00,1.032
"1001",2015-11-02 15:58:00,2.832
"1002",2015-11-02 16:38:00,3.474
"1003",2015-10-29 03:18:00,3.482
"1004",2015-11-01 21:43:00,20.662
"1005",2015-11-02 03:48:00,4.72
"1006",2015-10-31 01:48:00,17.132
"1007",2015-11-02 04:53:00,2.334
"1008",2015-11-02 17:43:00,3.266
"1009",2015-10-31 08:58:00,1.066
"1010",2015-11-02 06:13:00,1.584
"1011",2015-11-01 15:43:00,3.292
"1012",2015-10-31 08:43:00,0.944
"1013",2015-11-01 03:53:00,6.056
"1014",2015-11-02 02:58:00,6.45
"1015",2015-11-01 11:08:00,1.132
"1016",2015-11-01 23:53:00,18.392
"1017",2015-11-02 20:13:00,5.318
"1018",2015-10-28 23:53:00,17.484
"1019",2015-11-01 16:13:00,4.41
"1020",2015-10-29 10:43:00,0.966
"1021",2015-10-31 05:28:00,3.468
"1022",2015-10-30 09:48:00,1.114
"1023",2015-10-30 22:58:00,43.884
"1024",2015-10-31 20:23:00,28.86
"1025",2015-10-30 14:03:00,2.25
"1026",2015-11-01 12:53:00,1.056
"1027",2015-11-02 02:23:00,7.242
"1028",2015-10-31 14:43:00,2.898
"1029",2015-11-02 20:33:00,4.676
"1030",2015-10-31 18:23:00,9.11
"1031",2015-11-02 08:08:00,0.9
"1032",2015-10-29 03:58:00,3.022
"1033",2015-11-02 10:58:00,1.024
"1034",2015-11-02 07:48:00,1.158
"1035",2015-10-30 17:18:00,4.152
"1036",2015-10-30 05:08:00,2.1
"1037",2015-11-01 03:03:00,9.444
"1038",2015-10-31 21:08:00,26.95
"1039",2015-11-02 12:43:00,0.978
"1040",2015-10-30 04:28:00,2.702
"1041",2015-10-30 01:28:00,11.002
"1042",2015-10-31 21:23:00,32.942
"1043",2015-10-30 04:08:00,3.392
"1044",2015-10-30 15:43:00,4.818
"1045",2015-10-30 23:48:00,36.518
"1046",2015-10-30 18:18:00,5.476
"1047",2015-10-30 13:28:00,1.878
"1048",2015-10-31 15:13:00,3.66
"1049",2015-11-02 18:43:00,3.282
"1050",2015-10-30 20:08:00,8.708
"1051",2015-10-30 18:03:00,4.944
"1052",2015-11-01 19:13:00,8.716
"1053",2015-10-29 21:28:00,14.33
"1054",2015-10-29 21:58:00,15.494
"1055",2015-10-31 12:38:00,1.366
"1056",2015-11-02 21:18:00,6.656
"1057",2015-10-31 19:38:00,15.752
"1058",2015-10-30 01:03:00,12.724
"1059",2015-11-02 09:13:00,0.916
"1060",2015-10-30 23:18:00,40.974
"1061",2015-10-30 03:43:00,4.09
"1062",2015-11-01 20:03:00,11.134
"1063",2015-10-31 01:13:00,23.768
"1064",2015-10-29 12:13:00,1.314
"1065",2015-11-01 01:23:00,26.182
"1066",2015-10-31 21:13:00,32.436
"1067",2015-10-29 12:53:00,1.134
"1068",2015-11-01 22:38:00,22.232
"1069",2015-10-29 22:08:00,15.724
"1070",2015-10-30 06:23:00,1.134
"1071",2015-10-29 01:28:00,9.422
"1072",2015-10-30 02:13:00,6.548
"1073",2015-11-01 20:48:00,12.058
"1074",2015-10-30 09:03:00,0.952
"1075",2015-10-30 15:18:00,3.726
"1076",2015-11-01 06:18:00,2.126
"1077",2015-10-29 19:58:00,10.274
"1078",2015-10-29 14:13:00,1.794
"1079",2015-11-02 00:33:00,18.842
"1080",2015-10-31 21:58:00,38.734
"1081",2015-11-02 11:28:00,0.992
"1082",2015-11-01 06:48:00,2.042
"1083",2015-11-02 17:28:00,2.966
"1084",2015-11-02 22:18:00,8.39
"1085",2015-10-29 07:48:00,1.1
"1086",2015-11-02 18:48:00,3.226
"1087",2015-11-02 02:08:00,9.162
"1088",2015-10-30 01:48:00,8.786
"1089",2015-10-29 14:58:00,4.374
"1090",2015-11-01 16:03:00,2.992
"1091",2015-11-01 14:43:00,2.072
"1092",2015-10-28 23:23:00,16.456
"1093",2015-10-31 23:28:00,47.73
"1094",2015-10-29 02:03:00,7.632
"1095",2015-10-31 00:13:00,32.104
"1096",2015-10-30 20:58:00,16.018
"1097",2015-10-29 16:03:00,4.064
"1098",2015-10-29 04:58:00,2.6
"1099",2015-11-02 18:08:00,3.364
"1100",2015-10-29 10:08:00,1.134
"1101",2015-10-29 18:53:00,5.858
"1102",2015-10-31 06:03:00,2.776
"1103",2015-11-02 05:23:00,2.234
"1104",2015-11-02 21:13:00,5.842
"1105",2015-11-01 01:33:00,20.344
"1106",2015-11-02 07:38:00,1.374
"1107",2015-10-29 00:58:00,12.276
"1108",2015-10-31 11:58:00,1.184
"1109",2015-10-30 19:43:00,7.698
"1110",2015-11-01 01:43:00,15.832
"1111",2015-10-29 01:13:00,9.72
"1112",2015-11-02 12:13:00,0.934
"1113",2015-10-29 08:18:00,1.214
"1114",2015-10-29 13:08:00,1.752
"1115",2015-10-31 20:53:00,35.29
"1116",2015-10-30 04:33:00,2.508
"1117",2015-11-01 09:33:00,0.934
"1118",2015-10-29 21:08:00,14.046
"1119",2015-10-29 16:33:00,4.414
"1120",2015-10-29 10:18:00,0.91
"1121",2015-11-02 22:43:00,7.994
"1122",2015-11-01 18:43:00,7.876
"1123",2015-10-31 05:33:00,3.4
"1124",2015-10-31 09:18:00,0.858
"1125",2015-11-02 20:28:00,4.956
"1126",2015-11-02 19:58:00,4.124
"1127",2015-11-02 16:58:00,2.46
"1128",2015-10-29 09:53:00,1.144
"1129",2015-10-31 12:28:00,1.234
"1130",2015-11-02 03:18:00,6.568
"1131",2015-10-31 05:13:00,3.158
"1132",2015-10-29 19:28:00,6.48
"1133",2015-11-01 07:53:00,1.276
"1134",2015-11-01 19:38:00,7.258
"1135",2015-11-01 15:23:00,2.358
"1136",2015-10-29 02:48:00,4.508
"1137",2015-11-01 17:18:00,4.424
"1138",2015-10-29 22:48:00,14.892
"1139",2015-11-02 00:13:00,21.546
"1140",2015-11-01 03:58:00,7.326
"1141",2015-10-29 01:08:00,10.766
"1142",2015-11-01 22:23:00,23.154
"1143",2015-10-29 16:18:00,4.356
"1144",2015-11-02 14:48:00,1.396
"1145",2015-11-01 13:03:00,1.15
"1146",2015-10-30 22:43:00,34.566
"1147",2015-10-29 20:13:00,9.258
"1148",2015-11-01 10:58:00,0.994
"1149",2015-10-30 16:18:00,4.482
"1150",2015-11-02 06:03:00,1.908
"1151",2015-10-30 01:13:00,15.524
"1152",2015-11-01 04:48:00,4.508
"1153",2015-10-31 00:28:00,37.208
"1154",2015-10-31 02:08:00,13.942
"1155",2015-10-30 09:28:00,0.96
"1156",2015-11-01 18:58:00,6.834
"1157",2015-10-29 22:23:00,17.976
"1158",2015-11-02 20:48:00,4.89
"1159",2015-10-31 07:23:00,1.342
"1160",2015-10-29 23:18:00,19.824
"1161",2015-11-02 19:08:00,4.568
"1162",2015-11-01 07:28:00,1.368
"1163",2015-10-29 18:18:00,5.134
"1164",2015-11-02 12:58:00,0.976
"1165",2015-10-30 22:38:00,34.35
"1166",2015-10-29 14:38:00,2.266
"1167",2015-11-01 02:03:00,15.936
"1168",2015-10-29 20:18:00,8.494
"1169",2015-10-30 07:18:00,1.09
"1170",2015-11-02 00:03:00,25.502
"1171",2015-10-31 20:43:00,26.9
"1172",2015-11-02 05:33:00,1.85
"1173",2015-10-31 11:43:00,1.312
"1174",2015-11-01 07:48:00,1.376
"1175",2015-10-29 23:43:00,16.392
"1176",2015-10-29 04:33:00,2.768
"1177",2015-10-30 21:23:00,23.082
"1178",2015-10-31 08:23:00,1.116
"1179",2015-10-31 01:18:00,20.934
"1180",2015-10-29 15:53:00,3.526
"1181",2015-11-01 12:13:00,1
"1182",2015-11-02 22:38:00,9.216
"1183",2015-10-29 20:58:00,11.732
"1184",2015-10-30 03:28:00,4.602
"1185",2015-11-02 04:08:00,2.974
"1186",2015-10-29 09:08:00,1.032
"1187",2015-10-30 18:58:00,7.274
"1188",2015-10-30 13:23:00,1.45
"1189",2015-10-30 20:23:00,13.408
"1190",2015-10-29 07:03:00,1.156
"1191",2015-11-02 17:38:00,3.526
"1192",2015-11-01 09:38:00,0.95
"1193",2015-10-31 16:08:00,4.962
"1194",2015-11-01 13:33:00,1.218
"1195",2015-10-29 11:23:00,1.124
"1196",2015-11-02 19:48:00,3.758
"1197",2015-10-30 06:58:00,1.31
"1198",2015-10-30 10:28:00,1.148
"1199",2015-11-02 09:53:00,0.906
"1200",2015-10-31 23:18:00,47.926
"1201",2015-11-01 19:08:00,8.772
"1202",2015-10-30 13:18:00,1.472
"1203",2015-10-29 05:28:00,1.466
"1204",2015-11-02 00:43:00,18.214
"1205",2015-10-30 04:58:00,2.71
"1206",2015-10-29 01:33:00,9.7
"1207",2015-11-02 11:23:00,0.892
"1208",2015-10-29 15:48:00,4.264
"1209",2015-10-29 15:18:00,4.076
"1210",2015-10-29 19:13:00,6.576
"1211",2015-11-01 15:53:00,3.222
"1212",2015-10-31 02:48:00,9.598
"1213",2015-10-29 05:43:00,1.868
"1214",2015-10-31 06:48:00,1.658
"1215",2015-11-02 17:48:00,3.244
"1216",2015-11-02 22:53:00,8.702
"1217",2015-10-31 01:28:00,20.4
"1218",2015-11-01 08:18:00,1.364
"1219",2015-10-29 15:38:00,3.264
"1220",2015-10-31 13:23:00,1.9
"1221",2015-10-31 06:38:00,1.9
"1222",2015-10-31 19:53:00,18.326
"1223",2015-10-29 16:53:00,3.71
"1224",2015-11-02 01:28:00,13.686
"1225",2015-10-29 03:13:00,3.94
"1226",2015-10-30 14:23:00,2.542
"1227",2015-10-29 20:38:00,11.234
"1228",2015-10-30 00:28:00,16.284
"1229",2015-11-02 04:43:00,2.64
"1230",2015-10-31 00:48:00,31.074
"1231",2015-10-31 18:18:00,9.618
"1232",2015-11-01 11:23:00,1.042
"1233",2015-11-02 02:03:00,9.54
"1234",2015-11-02 01:23:00,13.838
"1235",2015-10-29 22:13:00,17.558
"1236",2015-10-31 14:58:00,3.816
"1237",2015-10-30 02:18:00,7.074
"1238",2015-11-02 03:58:00,4.308
"1239",2015-10-31 10:58:00,0.946
"1240",2015-11-01 03:08:00,8.6
"1241",2015-11-01 19:18:00,7.818
"1242",2015-11-01 07:23:00,1.574
"1243",2015-10-29 07:18:00,1.076
"1244",2015-10-29 19:53:00,6.912
"1245",2015-10-30 07:43:00,1.036
"1246",2015-11-01 14:18:00,1.602
"1247",2015-11-02 15:23:00,1.894
"1248",2015-11-02 09:08:00,0.842
"1249",2015-10-29 20:48:00,10.902
"1250",2015-11-01 08:43:00,1.408
"1251",2015-11-02 14:53:00,1.676
"1252",2015-11-01 03:13:00,8.918
"1253",2015-10-30 01:38:00,9.118
"1254",2015-10-31 10:03:00,1.124
"1255",2015-11-01 18:48:00,7.536
"1256",2015-11-02 13:43:00,0.982
"1257",2015-10-31 09:53:00,0.994
"1258",2015-11-02 21:58:00,6.582
"1259",2015-10-30 11:08:00,1.062
"1260",2015-11-01 14:38:00,1.798
"1261",2015-11-02 21:28:00,5.66
"1262",2015-10-29 14:43:00,2.198
"1263",2015-11-01 12:28:00,1.05
"1264",2015-11-02 21:03:00,5.522
"1265",2015-11-02 16:43:00,3.49
"1266",2015-10-30 12:53:00,1.486
"1267",2015-11-01 23:38:00,22.27
"1268",2015-10-30 12:03:00,1.492
"1269",2015-10-29 03:43:00,3.392
"1270",2015-11-02 11:03:00,0.892
"1271",2015-11-01 10:43:00,1.116
"1272",2015-11-01 20:18:00,12.318
"1273",2015-11-01 07:43:00,1.308
"1274",2015-11-02 01:18:00,14.868
"1275",2015-10-29 13:18:00,1.384
"1276",2015-10-31 21:03:00,21.644
"1277",2015-11-02 12:18:00,0.982
"1278",2015-11-01 12:18:00,1.172
"1279",2015-10-30 06:28:00,1.19
"1280",2015-10-31 20:03:00,21.8
"1281",2015-10-31 07:58:00,1.122
"1282",2015-10-31 11:18:00,1.09
"1283",2015-11-02 19:03:00,4.44
"1284",2015-10-29 18:23:00,5.066
"1285",2015-11-01 09:58:00,1.106
"1286",2015-10-31 19:13:00,12.082
"1287",2015-11-02 22:08:00,8.584
"1288",2015-10-30 21:08:00,18.426
"1289",2015-10-31 01:38:00,17.21
"1290",2015-11-02 11:38:00,0.972
"1291",2015-11-01 11:13:00,0.998
"1292",2015-11-01 15:18:00,1.96
"1293",2015-11-02 18:03:00,3.134
"1294",2015-11-02 06:43:00,1.394
"1295",2015-10-31 18:38:00,9.69
"1296",2015-10-31 15:08:00,3.35
"1297",2015-10-29 14:33:00,2.276
"1298",2015-11-02 12:48:00,0.94
"1299",2015-11-02 14:58:00,1.466
"1300",2015-10-30 17:43:00,5.618
"1301",2015-11-02 08:48:00,0.886
"1302",2015-11-01 18:53:00,9.066
"1303",2015-11-01 23:33:00,20.808
"1304",2015-10-29 01:03:00,10.492
"1305",2015-10-29 12:03:00,1.1
"1306",2015-11-01 07:03:00,1.75
"1307",2015-11-01 10:33:00,0.888
"1308",2015-11-01 09:23:00,1.092
"1309",2015-10-31 15:53:00,4.126
"1310",2015-11-02 12:38:00,1.004
"1311",2015-11-02 13:13:00,1.038
"1312",2015-11-01 15:33:00,2.274
"1313",2015-11-01 12:48:00,1.044
"1314",2015-11-01 13:58:00,1.342
"1315",2015-10-31 03:43:00,5.2
"1316",2015-11-01 23:48:00,20.312
"1317",2015-10-30 04:38:00,2.56
"1318",2015-10-29 03:48:00,3.366
"1319",2015-11-01 10:38:00,0.928
"1320",2015-10-30 22:53:00,44.432
"1321",2015-11-01 21:58:00,22.288
"1322",2015-11-01 16:08:00,3.924
"1323",2015-11-02 16:08:00,2.292
"1324",2015-10-31 05:58:00,2.408
"1325",2015-10-29 00:33:00,16.858
"1326",2015-10-29 06:23:00,1.034
"1327",2015-11-01 17:38:00,5.972
"1328",2015-11-01 00:23:00,41.57
"1329",2015-10-31 22:28:00,43.808
"1330",2015-11-02 18:28:00,3.344
"1331",2015-10-30 13:58:00,2.61
"1332",2015-11-01 21:28:00,16.826
"1333",2015-11-01 02:13:00,13.5
"1334",2015-11-01 08:53:00,1.102
"1335",2015-10-31 22:38:00,46.884
"1336",2015-11-01 21:38:00,18.04
"1337",2015-10-31 05:18:00,3.518
"1338",2015-10-29 10:23:00,0.934
"1339",2015-10-31 08:38:00,0.91
"1340",2015-10-31 00:53:00,28.864
"1341",2015-10-31 13:08:00,1.618
"1342",2015-10-31 02:58:00,8.304
"1343",2015-11-01 15:48:00,3.834
"1344",2015-11-01 16:38:00,5.224
"1345",2015-10-29 00:43:00,12.84
"1346",2015-11-02 09:33:00,1.042
"1347",2015-10-29 08:58:00,1.05
"1348",2015-10-29 17:08:00,3.5
"1349",2015-10-30 14:18:00,2.156
"1350",2015-11-02 07:08:00,1.042
"1351",2015-10-31 23:48:00,44.926
"1352",2015-10-30 15:23:00,4.202
"1353",2015-10-30 22:13:00,26.846
"1354",2015-11-01 18:38:00,7.74
"1355",2015-10-30 06:08:00,1.484
"1356",2015-10-31 01:33:00,15.39
"1357",2015-11-02 09:23:00,1.066
"1358",2015-10-30 05:53:00,1.768
"1359",2015-10-30 05:03:00,2.102
"1360",2015-10-29 12:23:00,1.236
"1361",2015-11-01 02:48:00,11.478
"1362",2015-11-02 16:18:00,2.898
"1363",2015-11-01 21:48:00,19.834
"1364",2015-11-01 23:18:00,27.874
"1365",2015-10-31 20:38:00,23.792
"1366",2015-11-02 16:13:00,2.9
"1367",2015-10-29 13:28:00,1.51
"1368",2015-11-01 16:33:00,4.592
"1369",2015-10-31 17:43:00,7.738
"1370",2015-11-02 10:03:00,0.85
"1371",2015-11-02 14:13:00,1.232
"1372",2015-10-29 01:53:00,7.742
"1373",2015-11-01 04:03:00,6.026
"1374",2015-11-02 11:08:00,0.848
"1375",2015-10-29 12:33:00,1.228
"1376",2015-11-01 00:03:00,42.766
"1377",2015-11-01 08:28:00,1.092
"1378",2015-11-02 21:48:00,7.742
"1379",2015-10-29 11:43:00,1.258
"1380",2015-10-31 06:28:00,1.846
"1381",2015-10-31 08:13:00,1.232
"1382",2015-11-02 08:38:00,1.132
"1383",2015-10-30 19:58:00,9
"1384",2015-11-02 12:33:00,0.94
"1385",2015-10-30 11:53:00,1.176
"1386",2015-10-29 02:43:00,5.974
"1387",2015-10-30 18:48:00,6.326
"1388",2015-10-29 19:08:00,6.624
"1389",2015-10-30 16:48:00,4.41
"1390",2015-10-31 00:33:00,35.88
"1391",2015-10-29 03:23:00,3.884
"1392",2015-10-31 09:23:00,0.932
"1393",2015-10-31 09:58:00,1.058
"1394",2015-11-02 05:28:00,1.774
"1395",2015-11-02 15:53:00,1.758
"1396",2015-11-02 19:28:00,3.708
"1397",2015-11-01 19:23:00,8.316
"1398",2015-10-29 08:08:00,1.038
"1399",2015-10-31 01:08:00,23.682
"1400",2015-10-30 21:53:00,25.392
"1401",2015-10-31 21:43:00,35.234
"1402",2015-11-02 20:38:00,6.494
"1403",2015-10-31 08:53:00,1.216
"1404",2015-10-29 17:48:00,5.252
"1405",2015-10-29 14:23:00,2.126
"1406",2015-10-31 19:43:00,19.858
"1407",2015-11-02 15:18:00,1.378
"1408",2015-11-01 06:28:00,2.218
"1409",2015-11-01 02:58:00,8.4
"1410",2015-11-02 13:48:00,1.11
"1411",2015-11-02 22:48:00,8.968
"1412",2015-11-02 10:18:00,0.848
"1413",2015-10-31 12:23:00,1.16
"1414",2015-10-29 10:03:00,1.104
"1415",2015-10-30 18:53:00,5.692
"1416",2015-11-02 14:08:00,1.284
"1417",2015-10-30 09:38:00,0.942
"1418",2015-10-30 20:13:00,11.942
"1419",2015-10-30 15:28:00,3.982
"1420",2015-10-29 21:13:00,14.83
"1421",2015-10-30 04:48:00,2.158
"1422",2015-11-02 19:43:00,4.748
"1423",2015-10-30 23:43:00,36.664
"1424",2015-11-02 18:13:00,3.102
"1425",2015-10-31 06:18:00,2.324
"1426",2015-11-02 08:13:00,0.99
"1427",2015-10-29 14:28:00,2.554
"1428",2015-10-30 19:03:00,5.778
"1429",2015-11-02 15:33:00,2.132
"1430",2015-10-30 17:58:00,5.628
"1431",2015-10-30 09:23:00,1.004
"1432",2015-11-02 03:03:00,6.176
"1433",2015-10-30 18:13:00,5.334
"1434",2015-11-01 11:38:00,1.03
"1435",2015-10-29 09:58:00,0.972
"1436",2015-10-29 01:23:00,9.658
"1437",2015-11-01 01:08:00,20.908
"1438",2015-10-31 03:48:00,6.476
"1439",2015-11-01 06:58:00,1.632
"1440",2015-11-02 01:33:00,12.622
